ANAURANGTT AURIC FL 25ML,038924039,11.4
ANCILLEG30CPS 10MG+10P//Q-,014302032,10.3
ANCILLEG30CPS 10MG+20P//Q-,047583012,11.83
ANDROCUR30CPR 100MG,047583087,50.81
ANDROSITOL PLUS 14BUST,023090044,35.0
ANGELIQ28CPR RIV 1MG+2MH//Q-,026749010,11.58
ANGIOFLUX50CPS 250ULS,036170013,33.5
ANGSTROM ACQ SOL PROT SPF20,027932021,21.9
ANGSTROM OLIO SECCO SPF6 150ML,980790784,21.9
ANNISTEROS GTT10ML 10000UI/ML,975494269,4.5
ANNISTEROS SOL 2FL 5ML50000UI,042223038,15.0
ANNISTEROS SOL3FL 5ML 50000UI,042223065,14.4
ANNISTERSIRINGA 25000UI 4DOSI,042223040,11.5
ANNOVA12CPR RIV 7000UI,042223103,6.04
ANNOVA30CPR RIV 1000UI,046282051,7.3
ANNOVA4CPR RIV 30000UI,046282024,8.62
ANONET ACTIRAG NEO 60G,046282087,31.8
ANONET CREMA 50ML,934980020,15.2
ANONET LIQUIDO 200ML,938754999,9.9
ANONET LIQUIDO FOAMER 150ML,944670823,15.8
ANONET PLUS CREMA 30G,930993276,16.2
ANONET SALVIETTE 15PZ,906607914,4.2
ANORO ELLIPTA30DOSI 55+22P//Q-,930172756,56.01
ANSEREN30CPS 15MG,043438023,12.38
ANSIMAR20CPR 400MG,026380030,4.87
ANSIODEP 30CPS,025474014,15.9
ANSIODEP GTT 20ML,906117015,13.9
ANSIOLIN40CPR RIV 5MG,935737357,16.41
ANSIOLINOS GTT 30ML 5MG/ML,019994060,15.04
ANSIOREM 20CPR,019994033,18.9
ANSIOREM GOCCE 20ML,939058311,18.9
ANSIOTEN GOCCE 30ML,943060602,19.5
ANTEPSIN40CPR 1G,913838874,7.46
ANTHELIOS CREMA IDRAT UVM50+//0-,022803035,25.5
ANTHELIOS FLUIDO UVMUNE DP 50,982981641,26.91
ANTHELIOS GEL P BAGN 50 200ML,987386075,27.99
ANTHELIOS GEL P BAGN BB 50,985000797,27.99
ANTHELIOS LATTE SOL 30 PAPER,985000809,28.99
ANTHELIOS LATTE UVMUNE BB250ML,980926620,29.5
ANTHELIOS SPRAY INV VISO 50,987386099,21.89
ANTHELIOS SPRAY INVISIBILE 50,971483615,27.99
ANTHELIOS STICK ZONE SENS 50,926231883,16.99
ANTHELIOS ULTRA FLUIDO30 50ML,910965870,23.99
ANTIMANIAINIET 5FL 5ML,975536549,24.0
ANTIMICOTICO SAMECREMA 30G,104601012,8.5
ANTIROBE16CPS 25MG,024652101,23.78
ANTIROBE16CPS 75MG,102386012,28.39
ANTISPASMINA COLICA30CPR RIV,102386036,9.9
ANTISPASMINA COLICAFTE 30CPR,002918047,10.5
ANTRA14CPS 10MG,002918050,4.54
ANTRA14CPS 20MG,028245114,7.58
ARTIKRILL DOL CANE 30PRL,,28.6
ARTROSILENE GEL50G 5,941079030,11.5
ARTROSILENE20CPS 320MG RP,024022117,10.93
ARTROSILENE6F 2ML 160MG/2ML,024022129,4.8100000000000005
ARTROSILENECUT SCH 50ML 15,024022170,14.5
ARTROSULFUR VISC 16BUST,024022143,28.5
ARTROTEC30CPR 50MG+200MCP/9-,945075935,12.27
ARTROTEC30CPR 75MG+200MCP/9- RM,029757010,12.57
ARVENUM 50030CPR RIV 500MG,029757059,17.8
ASACOL SUPPOSTE20SUPP 500MG,024552022,17.08
ASACOL60CPR GASTR 400MG,026416139,16.57
ASACOL60CPR GASTR 800MG,026416329,25.29
ASAMAX24CPR GASTR 800MG,026416317,11.26
ASAMAX60CPR GASTR 800MG,034298024,23.79
ASCRIPTIN20CPR DIV300+80+70P/9-,034298063,2.32
ASPIRINA C10CPR EFF 400+243//Q-,023075029,7.65
ASPIRINA C20CPR EFF 400+243//Q-,004763114,11.15
ASPIRINA DOLORE INF20CPR500MG,004763330,9.9
ASPIRINA DOLORE INF8CPR 500MG,041962034,5.3
ASPIRINAOS GRAT 10BUST 500MG,041962010,7.6
ASPIRINAOS GRAT 10BUST400+240-,004763405,8.0
ASPIRINAACT10CPR EFF800+483//Q-,004763153,10.25
ASPIRINETTA30CPR 100MG,048277014,5.15
ASSIST FORTE RETARD 30CPR,026721100,33.8
ASSONAL 16BUST,931170904,29.5
ASSONAL 30CPR,945298697,29.5
ASSONAL 60CPR,945298735,55.0
ASSORAL12CPR RIV 150MG,945298711,14.31
ASSORAL6CPR RIV 300MG,026919011,14.44
ASTIANNEBUL 15FL 2MG,026919047,15.7
ASTIANNEBUL 30FL 1MG/ML,036371021,26.17
ASTROCIT 30CPR,036371033,31.9
ATARAX20CPR RIV DIV 25MG,940337696,11.03
ATENOL50CPR 100MG,024153052,6.02
ATENOLOLO DOC42CPR 100MG,025070020,5.53
ATENOLOLO EG50CPR 100MG,033789025,6.02
ATENOLOLO EG50CPR 50MG,029776059,5.42
ATENOLOLO MY50CPR 100MG,029776022,6.02
ATIMOSSOLXINAL 12MCG 100D,029468030,52.26
ATORVASTATINA AU30CPR RIV20MG,035791058,7.96
ATORVASTATINA MY30CPR 10MG,042978080,4.35
ATORVASTATINA MY30CPR 20MG,042181230,7.96
ATORVASTATINA SA30CPR RIV20MG,042181279,7.96
ATORVASTATINA TE30CPR RIV10MG,040497291,4.35
ATORVASTATINA TE30CPR RIV20MG,040234066,7.96
ATORVASTATINA TE30CPR RIV40MG,040234217,9.56
ATORVASTATINA VIA30CPR 80MG,040234369,13.0
ATOSSISCLEROL5F 2ML 3,022199018,43.0
ATOVER28CPR RIV 20MG+10P//Q-,022199071,10.93
ATROPINA FARMIGEA1 5FL COLL,038576144,13.5
ATTIVABRONZ +//0AJQ- GAMBE PLUS,030653012,16.9
AUDISPRAY ADULT 50ML,943061299,13.75
AUDISPRAY JUNIOR 312 25ML,921671412,11.3
AUGMENTIN12CPR RIV875MG+127//Q-,912467281,10.2
AUGMENTINBB OS SOSP 70ML,026089019,7.57
AUGMENTINBB SOSP 12BUST 400MG,026089476,7.98
AUGMENTINOS 12BUST875MG+127//Q-,026089146,10.2
AUGMENTINOS SOSPFL140ML+SIT//Q-,026089108,15.03
AULIN30CPR 100MG,026089488,4.43
AULINOS GRAT 30BUST 100MG,025940026,4.43
AURICOLAV SIRINGA LAV AURIC1PZ,002039055,14.9
AURIZONFL 10ML+1CANNULA-,921711192,27.6
AUROZEB30CPR RIV 5MG+10P//Q-,103269015,9.48
AUTAN DEFENSE EXTREME 100ML,049228012,13.9
AUTAN DEFENSE TROPICAL 100ML,985511726,12.9
AZ COMPLETE FRESC DEL DENT65ML,,2.05
AZ COMPLETE PROT PUL DENT 65ML,984463087,2.05
AZALIA28CPR RIV 75MCG,984463075,10.9
AZARGACOLL 5ML 10MG/ML+5MG/MP/9-,041762016,13.21
AZATIOPRINA ASP50CPR RIV 50MG,038837011,14.73
AZITROMICINA MY3CPR RIV 500MG,020957039,6.32
AZOLMENCREMA 30G 1,040104022,12.15
AZOLMENPOLV CUT 30G 1,026048090,11.9
AZOPTCOLL 1FL 5ML 10MG/ML,026048126,9.92
AZYR MEGA 20CPS,034770014,25.9
B COMPLEX 20POUCH,931143388,20.5
BVITAL TOTALE 500 30CPR,989249952,17.5
BABY COLOGNE COLONIA 100ML,977731102,16.9
BABY COLOGNE MEMORIES COLONIA,931064315,16.9
BABY COLOGNE SENSE COLONIA,944142355,16.9
BABYGELLA PREBIOTIC CR IDRAT,948016175,11.4
BABYGELLA PREBIOTIC CR PROT,944700638,8.2
BABYGELLA PREBIOTIC OLIO IDRAT,944700640,10.3
BABYGELLA PREBIOTIC SHAMPOO DE,944700653,8.2
BABYRAC F RACCOGL UR PED 1PZ,944702137,1.0
BABYRAC M RACCOGL UR PED 1PZ,909095806,1.0
BABYRINOLO CMSCIR 120ML,909095794,11.5
BACTOBLIS 30CPR OROSOLUBILI,035550019,24.95
BACTOBLIS INFANT 30CPS,925813925,24.95
BACTOCARE GEL CICATRIZZANTE 30,925813937,15.9
BACTORINOL GOCCE NASALI 15ML,931051306,14.9
BACTRIM16CPR 160MG+803//Q-,981996198,3.7199999999999998
BACTROBAN NASALEUNG 3G 2,021978046,22.9
BACTROBANCREMA 15G 2,028980011,17.9
BACTROBANUNG 15G 20MG/G,028978031,16.3
BALANIL GEL 40ML,028978017,23.5
BALANIL LAVAGGIO 100ML NF,987904947,8.5
BALAVITAOS GTT 10000UI/ML10ML,047252034,4.5
BALSAMO SIFCAMINA NEO CORPO,047252010,9.01
BALUMIX SOLUZIONE ORALE 150ML,987032885,14.7
BANIVAL CREMA 10BUST 3ML,986042190,23.0
BARIATRIC 30CPR,925827521,22.9
BARIEDERM CICACREMA 40ML,930550254,13.2
BARIEDERM CICASPRAY 100ML,971272481,16.5
BARIEDERM UNGUENTO 40G,971272517,18.5
BARILLA SPAGHETTI 5 400G,971655067,2.5300000000000002
BARIUM CARB XMK GL,924548276,10.9
BART30CPR RIV 20MG,800218873,7.79
BARYTA CARBON BOI10MK GL 1G,034990010,7.1
BARYTA CARBON BOI5CH GR 4G,047600388,8.1
BASSADO10CPR 100MG,047600438,3.96
BAYTRIL FLAVOUR10CPR 15MG,021635065,22.2
BAYTRIL FLAVOUR10CPR 50MG,100155124,24.8
BB MAGIC ANTI AGE GLAMTECH,104308010,22.0
BB MAGIC PELLI IMPURE GLAMTECH,946453038,22.0
BB MAGIC SPF15 GLAM TECH 25ML,946452986,22.0
BBMILK 012 BIO LIQUIDO 500ML,944257474,3.66
BBTONIK 500 10FL 10ML,980258180,21.7
BCH PROTEIN PANCAKE MIX 200G,905904292,4.6
BEACITA84CPS 60MG,983275189,49.9
BECLOMETASONE FOR MY100+6MD//Q-,022292080,25.0
BECOZYM20CPR GASTRORES,049494014,15.5
BELLADONNA 200CH GL,036875019,10.9
BELLADONNA 30CH GR,800245918,9.5
BELLADONNA 5CH GR,800217883,9.5
BELLADONNA BOI30CH GR 4G,800217325,7.9
BENACTIV GOLA16PASTL ARAN S/Z,043364037,12.9
BENACTIV GOLA16PASTL LIM MIEL,033262078,12.9
,043050018,
BETOTAL 60CPR,,26.9
BETOTAL ADVANCE B12 15FL,982003600,21.7
BETOTAL ADVANCE B12 30FL,941963528,34.55
BETOTAL B FASE 20CPR,987650557,20.4
BETOTAL CLASSICO 100ML,987167071,15.79
BETOTAL CLASSICO 200ML,905675916,23.5
BETOTAL ENERGY BOOM 20STICK,922992918,19.9
BETOTAL MIND PLUS 20BUST,989691112,19.9
BETULA VERRUC LINFA MG 100ML,034226011,18.5
BETULA VERRUC LINFA MG 60ML,971678192,15.5
BEZALIP30CPR RIV 400MG RP,971678204,7.66
BGSTAR STRISCE REATTIVE 25PZ,024732024,35.59
BIAFIN EMULSIONE CUTANEA PROMO,930259724,16.5
BIALCOL MEDSOL CUT300ML1MG/ML,975966918,6.79
BIANCO D'AMBRA CREMA PROFUMATA,032186013,23.0
BIBERON ANIMALI 120ML,942544014,11.0
BIBERON ANIMALI 60ML,908141676,7.5
BIFERVIT 30CPR,026297010,16.8
BIFISELLE 30CPS,931839284,17.5
BIFRIL28CPR RIV 30MG,034408017,10.89
BIJUVA28CPS MOLLI 1MG+103//Q-,036823021,22.0
BIMBI ACQUA LUIGIA 100ML,045448038,14.0
BIMBI BAGNO TOTALE 250ML,903982508,12.5
BIMBI BAGNO TOTALE 500ML,903982751,19.5
BIMBI DETERGENTE INTIMO 125ML,933930455,9.0
BIMBI SAPONE LIQUIDO 300ML,935566644,10.0
BIMBI TENERO BALSAMO 50ML,939394615,10.0
BIMBOVIT D3 GOCCE 15ML,930860580,14.0
BIMIXIN16CPR 25000UI+2500UP/9-,930373473,13.66
BINOSTO4CPR EFF 70MG,008477061,16.18
BIO AR COMPOSTO 60CPS,040246011,20.8
BIO OIL 125ML TAGLIO PREZZO,800469001,19.95
BIO OIL 60ML LIMITED EDITION,975191457,12.95
BIO OIL LOZIONE CORPO 250ML LE,985915418,19.95
BIO OIL NATURALE 60ML LIM ED,985915420,14.2
BIOARGININA C ORALE 20FL,985915432,24.9
BIOARGININA ORALE 20FL 20ML,981079864,24.0
BIOARGININA ZERO 20FL,975908221,24.9
BIOCHETASI ACIDITA'/DIG 20CPR,986075113,13.6
BIOCHETASI DIGESTIONE POC18CPR,979332400,11.5
BIOCHETASI REFLUSSO 20STICK,974034439,15.7
BIOCHETASIOS GRAT EFF 18BUST,981266428,14.3
BIOCLIN BIO SQUAM SH FORF SEC,015784097,12.5
BIOCLIN BIO VOL MAS NF 200ML,939029738,15.9
BIOCLIN BIO VOL SH NF 200ML,947073779,12.5
BIOCLIN DEO 24H FRESH C/P PROM,947073767,7.9
BIOCLIN DEO 24H ROLLON PROMO,941971499,7.9
BIOCLIN DEO 24H VAPO FRESH C/P,981042676,14.5
BIOCLIN DEO 24H VAPO S/P PROMO,941971525,7.9
BIOCLIN DEO ACTIVE 48H ROLL SP,941971487,7.9
BIOCLIN DEO ACTIVE VAPO S/P PR,987296213,7.9
BIOCLIN DEO ALLERGY VAPO C/P P,941971501,7.9
BIOCLIN DEO CONTROL CR VF 30ML,941971537,14.5
BIOCLIN DEO CONTROL CREMA PROM,941971412,7.9
BIOCLIN DEO CONTROL DRY PROMO,981042702,7.9
BIOCLIN DEO CONTROL ROLL ON PR,981042714,7.9
BIOCLIN DEO CONTROL TALC PROMO,984905087,7.9
BIOCLIN DEO CONTROL TALC R PRO,941971552,7.9
BIOCLIN DEO CONTROL TALC V PRO,984905075,7.9
BIOCLIN DEO CONTROL VAPO PROMO,984905063,7.9
BIOCLIN DEO INTIMATE SPR 100ML,941971549,7.9
BIOCLIN DEO INTIMATE SPR PROF,987296504,14.5
BIOCLIN LIGHT DAILY CLE 740ML,941971475,23.9
BIOGENYA GEL IGIENIZZANTE 50ML,982407266,1.99
BIOGENYA MILLEUSI IGIEN 20SALV,980465999,3.1
,981564824,
BISOPROLOLO SAN28CPR RIV 10MG,038811042,4.91
BISOPROLOLO SAN28CPR RIV 5MG,038811232,4.48
BISTURI STER 11 1PZ,040147023,1.9
BISTURI STER 22 1PZ,900542693,1.9
BIVIS28CPR RIV 20MG+5MH//Q-,908951080,11.63
BIVIS28CPR RIV 40MG+10P//Q-,038947026,12.5
BIVIS28CPR RIV 40MG+5MH//Q-,038947242,11.63
BLEFAGEL +AD0APg- BLEPHAGEL,036738021,0.0
BLEFARETTE MED SALV OCUL 14PZ,922365984,14.9
BLEFARETTE SALV OCULARI 30PZ,939885772,17.2
BLEFARETTE SENSITIVE SALV 20PZ,935382782,17.0
BLF100 GOCCE LATTOFERRINA 16ML,941871651,30.0
BLISTEX IDRATANTE LABBRA SPF30,908089321,6.5
BLISTEX MED PLUS JAR 7G,979277997,6.5
BLISTEX POMATA TRATT LABBRA,987672084,6.5
BLOPRESID28CPR 32MG+25P//Q-,034187233,12.43
BLOPRESS28CPR 16MG,034187322,9.96
BLOPRESS28CPR 32MG,033451269,12.6
BLOPRESS28CPR 8MG,033451360,8.65
BLUGEL A FREE 10ML,033451168,19.55
BLUNORM FORTE 20CPR,971528183,28.9
BLUVENE GEL 150ML,934976667,15.9
BLUYAL A FREE 10ML,910638016,19.5
BOCCHERUOLA VT AEROSOL,935800209,1.8
BODY GLOW SPF30 200ML,906815877,29.5
BODY OPEN CBODY PLUS SKIN S/M,949705735,44.9
BODY SL CBODY PLUS NERO SM,922881432,44.9
BODY SL CBODY PLUS SKIN ML,922407578,44.9
BODY SL CBODY PLUS SKIN SM,922407642,44.9
BODY SS CONTR BODY GOL SKI LXL,922407630,44.9
BONASOLOS SOLUZ 70MG 4FL,920599584,16.18
BONHOMIA BIB VT120 SIL SP P BI,040622033,14.9
BONHOMIA BIB150 SIL SP PIUMA R,948015793,13.9
BONHOMIA BIB270 SIL SC CIVET R,948015831,14.9
BONHOMIA CATENELLA TESS CIV BI,948015868,10.2
BONHOMIA CATENELLA TESS CIV RA,948016050,10.2
BONHOMIA CATENELLA TESS CIV VE,948016035,10.2
BONHOMIA SET REGALO ROSA,948016047,26.9
BONHOMIA SET REGALO VERDE,948016112,26.9
BONVIVA1CPR RIV 150MG,948016100,18.5
BORAL FORTE 10ML,036899019,21.63
BORAL PLUS SPRAY AURICOLARE,947419103,22.17
BORAL SPRAY AURICOLARE 100ML,932817481,22.17
BORNILENESPRAY FL30ML+NED//Q-,939068146,16.0
BORSA ACQUA CALDA BILAMEL,026642052,7.8
BORSA ACQUA CALDA BILAMEL,900830466,11.3
BORSA GHIAC TEAM BLU 28CM SACC,908925074,9.5
BORSA GHIACCIO TEAM BLU 25CM S,908559166,8.5
BOSIX12CPR RIV 750MG,908559154,16.63
BOTINERO30CPR 8MG+10P//Q-,036965010,10.56
BRAUN HYGIENE CAPS THERMOSCAN,045200045,7.67
BRAUN THERMOSCAN 7,926978204,60.16
BRAVA CEROTTO IDROCOL XL 20PZ,984956526,35.36
BRAVECTO1CPR 1020KG 500MG,105233035,47.5
BRAVECTO1CPR 2040KG 1000MG,104715077,54.2
BRAVECTO1CPR 4056KG 1400MG,104715040,58.8
BUSCOFENGRAT 10BUST 400MG,,9.9
BUSCOFENACT12CPS MOLLI 400MG,029396049,9.9
BUSCOFENACT20CPS MOLLI 400MG,041631021,14.9
BUSCOFENPOCKETOS 10BUST 400MG,041631033,10.9
BUSCOPAN COMPOSITUM20CPR RIV,045386075,13.9
BUSCOPAN40CPR RIV 10MG,029454042,16.9
BUSCOPAN6SUPP 10MG,006979088,9.9
BUSCOPANIM IV 6F 1ML 20MG,006979049,2.99
BUSETTE4CER TRANSD 10MCG/H,006979037,27.08
BUSETTE4CER TRANSD 5MCG/H,043426093,24.37
BUTIRBIOMA 30CPR,043426028,22.8
BUTIRRISAN 90CPR,984622706,29.9
BYSABEL20CPR 20MG,984805770,11.2
CACIT 100030CPR EFF 1000MG,041044025,5.87
CACIT VIT D330BUST 1G+883//Q-,027476023,5.33
CAGLIODORO LIQ 100ML,032033019,6.5
CALACE CALCIO ACETATO 60CPS,908182266,9.0
CALCAREA CARBON 200CH GL 1G,901316354,7.7
CALCAREA CARBON 30CH GL 1G,800025862,6.1
CALCAREA CARBON 30CH GR 4G,800025850,8.1
CALCIO CARB EG30CPR EFF 1G,800021545,4.52
CALCIO CARB+VIT//Q- ABC30BUST,033871017,4.23
CALCIOBASE 30STICK 10ML,035007018,16.5
CALCIUM D3 SANDOZ30CPR EFF,035297199,7.5
CALCONOX ARANCIA 30BUST,034642013,26.0
CALCONOX BASE 30STICK PACK,984826798,21.0
CALENDARIO AVVENTO BIONIKE,984826786,79.0
CALENDULA NYPBABY 75ML CEMON,988896888,20.0
CALENDULA OFF 30ML TM,971029626,13.5
CALENDULA TALCO 100G,800622526,13.0
CALLIF CICCARELLI C/PARAC 6PZ,901156784,6.2
CALLIF CICCARELLI DURONI 4PZ,901178893,6.2
CALLIF CICCARELLI INTERDIG 6P,901178842,6.2
CALLIF CICCARELLI POM TUBO 5M,901178828,6.4
CALLIF CICCARELLI TELA 2PZ,901178867,6.2
CALLIFUGO CICCARELLI +PENNELLO-,901178929,6.4
CALMI' GOCCE 30ML,901178879,13.2
CALMOR TAPPO ANTIS 12PZ 22038,904420270,9.9
CALMOR TAPPO ANTIS 20PZ 22043,908174105,14.9
CALMORAL 10SALV DET+10SALf/9- LEN,908174117,22.9
CALZONE FARC MEDIO SVIZZERA250,945247221,5.8
CAMICE MONOUSO BUSTA 10PZ,921171904,19.9
